sender,receiver,edge_type
uclacenterx,TRUE,retweet
jc_james_clark,TRUE,retweet
saxena_akrati,TRUE,retweet
creativitykids,TRUE,retweet
krademaker,TRUE,retweet
NSTA,TRUE,retweet
peuvittalover,TRUE,retweet
MyersTigersRoar,TRUE,retweet
robert_rwallace,TRUE,retweet
JeffFeucht,TRUE,retweet
PaleoCameron,TRUE,retweet
ACHOSinfo,TRUE,retweet
cullen_thomas,TRUE,retweet
the_fish_nerd,TRUE,retweet
NJCTL,TRUE,retweet
ngsnavigators,TRUE,retweet
MaloneyMemos,TRUE,retweet
JFlynnLMS,TRUE,retweet
CsndrCGnzlz,TRUE,retweet
MackinVIA,TRUE,retweet
MackinLibrary,TRUE,retweet
BrianJRoan,TRUE,retweet
kpierson109,TRUE,retweet
bethrihtar,TRUE,retweet
david_byer,TRUE,retweet
cjcochrane21,TRUE,retweet
wiscileaders,TRUE,retweet
kdilbeck1,TRUE,retweet
7BLibrary,TRUE,retweet
we_are_vaei,TRUE,retweet
eyes107,TRUE,retweet
MarkLantsberger,TRUE,retweet
saxena_akrati,TRUE,retweet
saxena_akrati,TRUE,retweet
ArturoGuajardo,TRUE,retweet
Kelsbellsncourt,TRUE,retweet
flabellinaJG,TRUE,retweet
Storksdieck,TRUE,retweet
MsWilliamsPhys1,TRUE,retweet
ThousandOaksHS,TRUE,retweet
JoMedinaAlegria,TRUE,retweet
MarkMlewin,TRUE,retweet
VistaNGSS,TRUE,retweet
GUHSD_Science,TRUE,retweet
ewbergmann,TRUE,retweet
phaneritic,TRUE,retweet
LizLoether,TRUE,retweet
hgalbreath1,TRUE,retweet
philpuzz,TRUE,retweet
lbpontieri,TRUE,retweet
reiserbrianj,TRUE,retweet
cjcochrane21,TRUE,retweet
TeachInChucks,TRUE,retweet
WilliamFranzell,TRUE,retweet
cjcochrane21,TRUE,retweet
julie12345678a,TRUE,retweet
TishBSanders,TRUE,retweet
asandersplette,TRUE,retweet
TechEdARR,TRUE,retweet
tracycrowley77,TRUE,retweet
vicpasquantonio,TRUE,retweet
sesp_nu,TRUE,retweet
lrsdscience,TRUE,retweet
MsLorisStory,TRUE,retweet
GSkites,TRUE,retweet
CourtneySheppec,TRUE,retweet
cyntada,TRUE,retweet
STEM4Real,TRUE,retweet
earthscienceny,TRUE,retweet
greenribbonmom,TRUE,retweet
yshimojyo,TRUE,retweet
yshimojyo,TRUE,retweet
ShmoovyShmoov,TRUE,retweet
theipodteacher,TRUE,retweet
abeslo,TRUE,retweet
mcperry705,TRUE,retweet
jessesemeyn,TRUE,retweet
drycreekschools,TRUE,retweet
vicpasquantonio,TRUE,retweet
EllistarTara,TRUE,retweet
Harrell_STEM,TRUE,retweet
ryan_westart,TRUE,retweet
BeckyWhin,TRUE,retweet
historycomics,TRUE,retweet
3DplanJeanane,TRUE,retweet
wandabryant,TRUE,retweet
jftrey,TRUE,retweet
bpenuel,TRUE,retweet
RTCC_VT,TRUE,retweet
ALAWolfPride,TRUE,retweet
CowlishawKoalas,TRUE,retweet
PrintedByRob0ts,TRUE,retweet
AFTCT,TRUE,retweet
SWEatSTCC,TRUE,retweet
carolynSTEMRI,TRUE,retweet
jengutierrez18,TRUE,retweet
jengutierrez18,TRUE,retweet
3laa_elramah,TRUE,retweet
NSTA,TRUE,retweet
CoachtoLearn,TRUE,retweet
phenomonica,TRUE,retweet
wathompson,TRUE,retweet
CoriOrlando1,TRUE,retweet
starrscience,TRUE,retweet
j_osehernandez,TRUE,retweet
zlafayette2,TRUE,retweet
PrintedByRob0ts,TRUE,retweet
mathcoachrivera,TRUE,retweet
mslinch,TRUE,retweet
sary1886,TRUE,retweet
fenrislorsrai,TRUE,retweet
PrintedByRob0ts,TRUE,retweet
DarancouY,TRUE,retweet
wjordan,TRUE,retweet
LiveEdges,TRUE,retweet
NewsHour,TRUE,retweet
bbarent,TRUE,retweet
DavidJHuber,TRUE,retweet
kyle_kauffman,TRUE,retweet
wewright1234,TRUE,retweet
MrVonTersch,TRUE,retweet
ACHOSinfo,TRUE,retweet
lplas1,TRUE,retweet
DrSchimpfCMS,TRUE,retweet
BSCSorg,TRUE,retweet
BSCSorg,TRUE,retweet
cullen_thomas,TRUE,retweet
STEMGeorgia,TRUE,retweet
urs8n,TRUE,retweet
SleepyDystopian,TRUE,retweet
RightQuestion,TRUE,retweet
lex1science,TRUE,retweet
LuevanoScience,TRUE,retweet
TchrWalmz,TRUE,retweet
rakersREA,TRUE,retweet
MurathanGuness,TRUE,retweet
MSTAMich,TRUE,retweet
HeatherSisson4,TRUE,retweet
JosephIsola,TRUE,retweet
anilcici,TRUE,retweet
buplinger,TRUE,retweet
ricdahlin,TRUE,retweet
ORSciTchr,TRUE,retweet
frizzlerichard,TRUE,retweet
ACHOSinfo,TRUE,retweet
MrKallie33,TRUE,retweet
HCPSSElemSci,TRUE,retweet
lplas1,TRUE,retweet
shikigamimakase,TRUE,retweet
STEMequality,TRUE,retweet
DR___White,TRUE,retweet
JeffcoScience,TRUE,retweet
JeffcoScience,TRUE,retweet
eacole09,TRUE,retweet
TeachInChucks,TRUE,retweet
TeachInChucks,TRUE,retweet
jenmschneider,TRUE,retweet
TnSTA,TRUE,retweet
strimelg,TRUE,retweet
ANikolaTech,TRUE,retweet
ebzscience,TRUE,retweet
Yogahottie76,TRUE,retweet
RobinFillman,TRUE,retweet
monica_vincent,TRUE,retweet
KRScienceLady,TRUE,retweet
eduReknoy,TRUE,retweet
northweststem,TRUE,retweet
karlacalbear,TRUE,retweet
MrsEtense,TRUE,retweet
EastWillistonSD,TRUE,retweet
hgalbreath1,TRUE,retweet
MsLorisStory,TRUE,retweet
UnderTheCROod,TRUE,retweet
CTScienceCenter,TRUE,retweet
LeenaBMc,TRUE,retweet
CTScience,TRUE,retweet
schnekser,TRUE,retweet
ebzscience,TRUE,retweet
pentaclethra,TRUE,retweet
RightQuestion,TRUE,retweet
RightQuestion,TRUE,retweet
ozgeeasln,TRUE,retweet
TheAcornNat,TRUE,retweet
UCLAScienceProj,TRUE,retweet
TomExplorer,TRUE,retweet
DrLHood,TRUE,retweet
ChaffeyHSTigers,TRUE,retweet
VPBHSCappello,TRUE,retweet
SEMSEagles,TRUE,retweet
Gentryrose_Edu,TRUE,retweet
HCPSSElemSci,TRUE,retweet
SciTakeisha,TRUE,retweet
SciTakeisha,TRUE,retweet
NSTA,TRUE,retweet
TechRoomFun,TRUE,retweet
BSCSorg,TRUE,retweet
maekvng,TRUE,retweet
jengutierrez18,TRUE,retweet
Xeno_lith,TRUE,retweet
DinoManSchatz,TRUE,retweet
miroyscience,TRUE,retweet
wewright1234,TRUE,retweet
robert_rwallace,TRUE,retweet
wewright1234,TRUE,retweet
wbny,TRUE,retweet
MrsLittleChemi1,TRUE,retweet
icaninnovateSA,TRUE,retweet
Phx_Khuxg,TRUE,retweet
jamie_viveros,TRUE,retweet
phenomonica,TRUE,retweet
JulieSivers,TRUE,retweet
JennyJennysosa,TRUE,retweet
RAazzerah,TRUE,retweet
MacySwope,TRUE,retweet
miroyscience,TRUE,retweet
JeffcoLab,TRUE,retweet
HIDOEOCID,TRUE,retweet
alamoedtech,TRUE,retweet
mbraaten,TRUE,retweet
bcrosby,TRUE,retweet
valebere2508,TRUE,retweet
lex1science,TRUE,retweet
cjcochrane21,TRUE,retweet
minormayyeol,TRUE,retweet
utdcTRamirez,TRUE,retweet
utdcTRamirez,TRUE,retweet
mrjtweeter,TRUE,retweet
JeffcoScience,TRUE,retweet
network14cps,TRUE,retweet
DrMilks,TRUE,retweet
HA19353,TRUE,retweet
CollisNoelle,TRUE,retweet
ImpactScienceE1,TRUE,retweet
ImpactScienceE1,TRUE,retweet
HA19353,TRUE,retweet
Xeno_lith,TRUE,retweet
Xeno_lith,TRUE,retweet
ChemEdX,TRUE,retweet
DrStephOBrien,TRUE,retweet
RightQuestion,TRUE,retweet
CrestaMcintosh,TRUE,retweet
MrRodGarcia,TRUE,retweet
angelacarbajal7,TRUE,retweet
NSTA_XVII,TRUE,retweet
sciencecat222,TRUE,retweet
RoutledgeEOE,TRUE,retweet
phenomonica,TRUE,retweet
CreositySpace,TRUE,retweet
nflynnseattle,TRUE,retweet
Hey_MissS,TRUE,retweet
WilliamFranzell,TRUE,retweet
uclacenterx,TRUE,retweet
GeoCorps,TRUE,retweet
philiplbell,TRUE,retweet
SouthWhittierSD,TRUE,retweet
tonyperry,TRUE,retweet
HowellTwpMSS,TRUE,retweet
honu_girl,TRUE,retweet
UCLAScienceProj,TRUE,retweet
BABYMOCHI_K,TRUE,retweet
UCDavisStemCell,TRUE,retweet
we_are_vaei,TRUE,retweet
STANYSorg,TRUE,retweet
NatureGirl155,TRUE,retweet
TdiShelton,TRUE,retweet
TdiShelton,TRUE,retweet
tbrennan59,TRUE,retweet
JeffcoScience,TRUE,retweet
rojasr77,TRUE,retweet
nascar24cool,TRUE,retweet
marticanipe,TRUE,retweet
lancenish81,TRUE,retweet
Sauganash_Munns,TRUE,retweet
VistaNGSS,TRUE,retweet
VistaNGSS,TRUE,retweet
EllistarTara,TRUE,retweet
EllistarTara,TRUE,retweet
tUSdSupDana,TRUE,retweet
middleweb,TRUE,retweet
kvthymvrie,TRUE,retweet
RichardLGraves_,TRUE,retweet
Titis_erenoa,TRUE,retweet
ConcordiaSH,TRUE,retweet
real_ess,TRUE,retweet
saucedoscience,TRUE,retweet
WestEd,TRUE,retweet
drober36,TRUE,retweet
moralesandbee,TRUE,retweet
EDUcre8ive,TRUE,retweet
ECVHS,TRUE,retweet
EDUcre8ive,TRUE,retweet
Stephen_Sawchuk,TRUE,retweet
bethcantsleep,TRUE,retweet
aaronmlevy,TRUE,retweet
ACHOSinfo,TRUE,retweet
ACHOSinfo,TRUE,retweet
jengutierrez18,TRUE,retweet
Deen_______Yaro,TRUE,retweet
JeffcoScience,TRUE,retweet
MtDiabloEF,TRUE,retweet
crystal4obama,TRUE,retweet
AngelDanger10,TRUE,retweet
iambelindab,TRUE,retweet
kennethcdavis,TRUE,retweet
extension13show,TRUE,retweet
DonnaMorgan8,TRUE,retweet
historycomics,TRUE,retweet
KRScienceLady,TRUE,retweet
DriskillFDN,TRUE,retweet
amiller817,TRUE,retweet
phenomonica,TRUE,retweet
nevadascience,TRUE,retweet
PengHe_SciEd,TRUE,retweet
create4stem,TRUE,retweet
ACHOSinfo,TRUE,retweet
WCSDEmpowers,TRUE,retweet
educatoral,TRUE,retweet
KimberlyFluet,TRUE,retweet
carologic,TRUE,retweet
drloriandersen,TRUE,retweet
ACHOSinfo,TRUE,retweet
johnsonmaryj,TRUE,retweet
fhspatriots,TRUE,retweet
TMichocki,TRUE,retweet
UCDavisGT,TRUE,retweet
UCDavisGT,TRUE,retweet
ElemSci_JennBW,TRUE,retweet
APSinnovates,TRUE,retweet
MichiganLEO,TRUE,retweet
BMSscienceteach,TRUE,retweet
CShawR10,TRUE,retweet
Imsouthern,TRUE,retweet
CompanionServer,TRUE,retweet
WSASCD,TRUE,retweet
chaix_mike,TRUE,retweet
VivienRising,TRUE,retweet
MrsEtense,TRUE,retweet
FranklinCoveyJD,TRUE,retweet
DrBoydNCESD,TRUE,retweet
msfisherscience,TRUE,retweet
TeachInChucks,TRUE,retweet
TeachinginHI,TRUE,retweet
UCDavisGT,TRUE,retweet
Minecrafteate,TRUE,retweet
mdshirley0621,TRUE,retweet
CanaryAmerica,TRUE,retweet
philiplbell,TRUE,retweet
jan_nolta,TRUE,retweet
CHainesD111,TRUE,retweet
JordansGAngels,TRUE,retweet
MDHJohnson,TRUE,retweet
HaddonfieldMS,TRUE,retweet
KimberlyFluet,TRUE,retweet
NGSSphenomena,TRUE,retweet
odero_joe,TRUE,retweet
Hassanhakimi10,TRUE,retweet
hhereau,TRUE,retweet
m_christodoulou,TRUE,retweet
ACHOSinfo,TRUE,retweet
MsLiwacz,TRUE,retweet
philiplbell,TRUE,retweet
LuisaBernaZ,TRUE,retweet
Xeno_lith,TRUE,retweet
miss_schilling_,TRUE,retweet
EECollaborative,TRUE,retweet
EdTechieMike,TRUE,retweet
beatrizo2476,TRUE,retweet
mendoza_aaron07,TRUE,retweet
miroyscience,TRUE,retweet
serna_marmol,TRUE,retweet
jamie_viveros,TRUE,retweet
Xeno_lith,TRUE,retweet
phaneritic,TRUE,retweet
philiplbell,TRUE,retweet
philiplbell,TRUE,retweet
philiplbell,TRUE,retweet
philiplbell,TRUE,retweet
philiplbell,TRUE,retweet
philiplbell,TRUE,retweet
philiplbell,TRUE,retweet
philiplbell,TRUE,retweet
philiplbell,TRUE,retweet
philiplbell,TRUE,retweet
philiplbell,TRUE,retweet
philiplbell,TRUE,retweet
philiplbell,TRUE,retweet
philiplbell,TRUE,retweet
philiplbell,TRUE,retweet
philiplbell,TRUE,retweet
philiplbell,TRUE,retweet
philiplbell,TRUE,retweet
philiplbell,TRUE,retweet
philiplbell,TRUE,retweet
philiplbell,TRUE,retweet
philiplbell,TRUE,retweet
philiplbell,TRUE,retweet
lucymc5893,TRUE,retweet
EECollaborative,TRUE,retweet
jill_silverman_,TRUE,retweet
TurlockUSD,TRUE,retweet
FinkLab,TRUE,retweet
carla_righini,TRUE,retweet
KThongphanh,TRUE,retweet
kumiyamasaka,TRUE,retweet
UCDavisGT,TRUE,retweet
KirbyrRobyn,TRUE,retweet
CsndrCGnzlz,TRUE,retweet
BSPparasitology,TRUE,retweet
sledgyhova,TRUE,retweet
mathcoachrivera,TRUE,retweet
carlos_robello,TRUE,retweet
czem,TRUE,retweet
czem,TRUE,retweet
Calcaware,TRUE,retweet
PeronaLab,TRUE,retweet
nbuanekcb,TRUE,retweet
AGreyEUSD,TRUE,retweet
RRHonce,TRUE,retweet
SoDakCurious,TRUE,retweet
pcalleypbvusd,TRUE,retweet
buplinger,TRUE,retweet
ollendyke57,TRUE,retweet
ErinKMcGurk,TRUE,retweet
CSULBsharklab,TRUE,retweet
mistersmith731,TRUE,retweet
bzigmont,TRUE,retweet
nicolejbolduc,TRUE,retweet
SherryG45,TRUE,retweet
jftrey,TRUE,retweet
PirlMr,TRUE,retweet
mrgullicksonwms,TRUE,retweet
ACHOSinfo,TRUE,retweet
MuziLearningLab,TRUE,retweet
HopewellES,TRUE,retweet
GUHSD_Science,TRUE,retweet
ChrisMooreSci,TRUE,retweet
CreekviewRanch,TRUE,retweet
drycreekschools,TRUE,retweet
christineliuart,TRUE,retweet
gabiifarfan14,TRUE,retweet
kp5091,TRUE,retweet
bio_link,TRUE,retweet
eusdtweets,TRUE,retweet
JoyceHermit,TRUE,retweet
MiguelGarKni,TRUE,retweet
lovelandtech,TRUE,retweet
Paulgarside6,TRUE,retweet
ACHOSinfo,TRUE,retweet
BenoniStamp,TRUE,retweet
JholmesJay,TRUE,retweet
ChemistryEd,TRUE,retweet
RightQuestion,TRUE,retweet
b_ber3l,TRUE,retweet
paola_dominici,TRUE,retweet
EVPactivate,TRUE,retweet
ellabowling,TRUE,retweet
ellabowling,TRUE,retweet
MatterMagBot,TRUE,retweet
WCIPGLASGOW,TRUE,retweet
editwest,TRUE,retweet
LeenaBMc,TRUE,retweet
TurlockUSD,TRUE,retweet
SloanMegan,TRUE,retweet
Ghadavirol,TRUE,retweet
phenomonica,TRUE,retweet
phenomonica,TRUE,retweet
phenomonica,TRUE,retweet
MrFogey,TRUE,retweet
susietinker5,TRUE,retweet
tttonytian,TRUE,retweet
vicpasquantonio,TRUE,retweet
MwangiShaban,TRUE,retweet
DrLucyMac,TRUE,retweet
AmaniAlhalwani,TRUE,retweet
madelman70,TRUE,retweet
ellabowling,TRUE,retweet
carternigel7,TRUE,retweet
tonyisebe,TRUE,retweet
EI_single_cell,TRUE,retweet
Comatose_D,TRUE,retweet
FulmerScience,TRUE,retweet
jengutierrez18,TRUE,retweet
CowlishawKoalas,TRUE,retweet
wiscileaders,TRUE,retweet
KimberlyFluet,TRUE,retweet
sagemountaintr2,TRUE,retweet
mbraaten,TRUE,retweet
MDHJohnson,TRUE,retweet
STEMkins9484,TRUE,retweet
bzigmont,TRUE,retweet
usm_astone,TRUE,retweet
usm_astone,TRUE,retweet
ACHOSinfo,TRUE,retweet
SMMUSD,TRUE,retweet
iEMBER_Network,TRUE,retweet
pcalleypbvusd,TRUE,retweet
jhudson55,TRUE,retweet
cjcochrane21,TRUE,retweet
PHerringtonSci,TRUE,retweet
KimberlyFluet,TRUE,retweet
KimberlyFluet,TRUE,retweet
EVPactivate,TRUE,retweet
jsb16,TRUE,retweet
sbottasullivan,TRUE,retweet
myplanetxu,TRUE,retweet
ACHOSinfo,TRUE,retweet
SoDakCurious,TRUE,retweet
ACHOSinfo,TRUE,retweet
ACHOSinfo,TRUE,retweet
ACHOSinfo,TRUE,retweet
travel5762,TRUE,retweet
ACHOSinfo,TRUE,retweet
JessicaFGWrites,TRUE,retweet
ACHOSinfo,TRUE,retweet
TdiShelton,TRUE,retweet
ACHOSinfo,TRUE,retweet
ACHOSinfo,TRUE,retweet
biibaabow,TRUE,retweet
vicpasquantonio,TRUE,retweet
ehoranlhs210,TRUE,retweet
raza_mohsan195,TRUE,retweet
ACHOSinfo,TRUE,retweet
Compton1206,TRUE,retweet
ACHOSinfo,TRUE,retweet
ACHOSinfo,TRUE,retweet
ACHOSinfo,TRUE,retweet
TdiShelton,TRUE,retweet
SoDakCurious,TRUE,retweet
TdiShelton,TRUE,retweet
TdiShelton,TRUE,retweet
TdiShelton,TRUE,retweet
sserafino,TRUE,retweet
TraceyKast,TRUE,retweet
TdiShelton,TRUE,retweet
BTS98662667,TRUE,retweet
ACHOSinfo,TRUE,retweet
ACHOSinfo,TRUE,retweet
ACHOSinfo,TRUE,retweet
ACHOSinfo,TRUE,retweet
TeachInChucks,TRUE,retweet
ACHOSinfo,TRUE,retweet
2footgiraffe,TRUE,retweet
MsB_Reilly,TRUE,retweet
TeachInChucks,TRUE,retweet
ACHOSinfo,TRUE,retweet
ACHOSinfo,TRUE,retweet
ACHOSinfo,TRUE,retweet
TdiShelton,TRUE,retweet
TdiShelton,TRUE,retweet
ACHOSinfo,TRUE,retweet
ACHOSinfo,TRUE,retweet
MsB_Reilly,TRUE,retweet
TdiShelton,TRUE,retweet
ACHOSinfo,TRUE,retweet
2footgiraffe,TRUE,retweet
mrsljscience,TRUE,retweet
AnnHC_Champ4All,TRUE,retweet
SMMUSD,TRUE,retweet
SMMUSD,TRUE,retweet
ANikolaTech,TRUE,retweet
NGSSchat,TRUE,retweet
STEMequality,TRUE,retweet
STEMTeachTools,TRUE,retweet
Nicole_Adell,TRUE,retweet
phenomonica,TRUE,retweet
philiplbell,TRUE,retweet
fhspatriots,TRUE,retweet
jftrey,TRUE,retweet
SEMSEagles,TRUE,retweet
kevinrnowak,TRUE,retweet
EDUcre8ive,TRUE,retweet
karenjmoreland,TRUE,retweet
Velma_the_Funny,TRUE,retweet
phaneritic,TRUE,retweet
NGSSchat,TRUE,retweet
sheaferoadrocks,TRUE,retweet
jengutierrez18,TRUE,retweet
mcelroy23,TRUE,retweet
JeffcoScience,TRUE,retweet
rleone1017,TRUE,retweet
TheAcornNat,TRUE,retweet
EdnasPetHacks,TRUE,retweet
philiplbell,TRUE,retweet
RRScotta,TRUE,retweet
KCS_DBEXCEL,TRUE,retweet
JasmineLCarter,TRUE,retweet
nick_janes,TRUE,retweet
ACHOSinfo,TRUE,retweet
CasianaGonzalez,TRUE,retweet
UCLAScienceProj,TRUE,retweet
Xeno_lith,TRUE,retweet
svpanthers_lh,TRUE,retweet
dmarkey4,TRUE,retweet
FinkLab,TRUE,retweet
ITOFoundation,TRUE,retweet
EdReports,TRUE,retweet
CErSE_US,TRUE,retweet
eveimanz,TRUE,retweet
NV5Geospatial,TRUE,retweet
GetzfredBetty,TRUE,retweet
gschillinger1,TRUE,retweet
KirbyrRobyn,TRUE,retweet
TheJornada,TRUE,retweet
NSTADistrict_9,TRUE,retweet
MrBinhNguyen,TRUE,retweet
AaronMueller32,TRUE,retweet
AaronMueller32,TRUE,retweet
ShenikaBuckley6,TRUE,retweet
3DScinceguy,TRUE,retweet
quirin_michelle,TRUE,retweet
JeffcoScience,TRUE,retweet
JeffcoScience,TRUE,retweet
charnobyl1,TRUE,retweet
DR___White,TRUE,retweet
VistaNGSS,TRUE,retweet
VistaNGSS,TRUE,retweet
AGreyEUSD,TRUE,retweet
tanea_hibler,TRUE,retweet
PatrickMCarrol1,TRUE,retweet
ReadingVCRA,TRUE,retweet
phaneritic,TRUE,retweet
kailuaes,TRUE,retweet
_open_science_,TRUE,retweet
JavyPAGdl,TRUE,retweet
waiting90days,TRUE,retweet
jengutierrez18,TRUE,retweet
Sun_31011999,TRUE,retweet
CajonValleyUSD,TRUE,retweet
Marybwalls,TRUE,retweet
BuenrostroManny,TRUE,retweet
yfg_radstudent,TRUE,retweet
sagemountaintr2,TRUE,retweet
PrintedByRob0ts,TRUE,retweet
stormyscience,TRUE,retweet
mollyannefreed,TRUE,retweet
RTCC_VT,TRUE,retweet
inlandempirecf,TRUE,retweet
Hope_PLAEASci,TRUE,retweet
uclacenterx,TRUE,retweet
SciWise,TRUE,retweet
WinansC_A,TRUE,retweet
MicrosoftFlip,TRUE,retweet
AngelaOCmon,TRUE,retweet
VPBHSCappello,TRUE,retweet
RHSBillOlsen,TRUE,retweet
WilliamFranzell,TRUE,retweet
SVVSDScience,TRUE,retweet
vxjoe,TRUE,retweet
joe4rialtousd,TRUE,retweet
innovativeEd,TRUE,retweet
burnsscicoach,TRUE,retweet
ElemSci_JennBW,TRUE,retweet
EVPactivate,TRUE,retweet
rottaerkki,TRUE,retweet
loganen3,TRUE,retweet
dhyasui,TRUE,retweet
twnklstrr,TRUE,retweet
TunedToTheresa,TRUE,retweet
JohnSalNVsci,TRUE,retweet
cjcochrane21,TRUE,retweet
drloriandersen,TRUE,retweet
mommawasright,TRUE,retweet
victorrigu,TRUE,retweet
SleepyDystopian,TRUE,retweet
loganen3,TRUE,retweet
Bamberg22,TRUE,retweet
NGSSphenomena,TRUE,retweet
FinkLab,TRUE,retweet
CasianaGonzalez,TRUE,retweet
ElemSci_JennBW,TRUE,retweet
Sewstitchquilt2,TRUE,retweet
bar_zie,TRUE,retweet
davEDglenn,TRUE,retweet
joeyj992,TRUE,retweet
CErSE_US,TRUE,retweet
gooddayknight,TRUE,retweet
science_4_all,TRUE,retweet
jeansciqueen,TRUE,retweet
bpenuel,TRUE,retweet
JaimeRechenberg,TRUE,retweet
czem,TRUE,retweet
vawolb,TRUE,retweet
dannysasse,TRUE,retweet
curiointeract,TRUE,retweet
OpenSciEd,TRUE,retweet
NbpsSci,TRUE,retweet
ACHOSinfo,TRUE,retweet
lmochizuki49,TRUE,retweet
GipperichBill,TRUE,retweet
sadlersci,TRUE,retweet
PraxisMedHat,TRUE,retweet
SamSmithMid,TRUE,retweet
corosanta01,TRUE,retweet
MRM6thMartin,TRUE,retweet
waiting90days,TRUE,retweet
ACHOSinfo,TRUE,retweet
runmindygo,TRUE,retweet
braatz_brown,TRUE,retweet
ngsnavigators,TRUE,retweet
CErSE_US,TRUE,retweet
NGSSMentorTeach,TRUE,retweet
leadinsci,TRUE,retweet
WeRepSTEM,TRUE,retweet
FlemRarSchools,TRUE,retweet
Frank72277237,TRUE,retweet
MsSteele,TRUE,retweet
PrintedByRob0ts,TRUE,retweet
RyanMoo25567760,TRUE,retweet
Compton1206,TRUE,retweet
charnobyl1,TRUE,retweet
themessjess88,TRUE,retweet
sesp_nu,TRUE,retweet
MsCorene,TRUE,retweet
ablythe109,TRUE,retweet
ABQschools,TRUE,retweet
pamwhiting34,TRUE,retweet
jengutierrez18,TRUE,retweet
jengutierrez18,TRUE,retweet
TamiPlein,TRUE,retweet
DrDSteele_PhD,TRUE,retweet
yshimojyo,TRUE,retweet
jamesbshort,TRUE,retweet
MrLewis_CVS,TRUE,retweet
thereadlib,TRUE,retweet
NOAAFish_PIFSC,TRUE,retweet
LabAids,TRUE,retweet
CreekviewRanch,TRUE,retweet
CreekviewRanch,TRUE,retweet
drycreekschools,TRUE,retweet
drycreekschools,TRUE,retweet
debrajknight2,TRUE,retweet
PraxisMedHat,TRUE,retweet
saucedoscience,TRUE,retweet
GUHSD_Science,TRUE,retweet
NFMiddleSchool,TRUE,retweet
suhropod,TRUE,retweet
flabellinaJG,TRUE,retweet
ngsnavigators,TRUE,retweet
ngsnavigators,TRUE,retweet
ablythe109,TRUE,retweet
BK3DSci,TRUE,retweet
PraxisMedHat,TRUE,retweet
amandalah,TRUE,retweet
Sci_Rem,TRUE,retweet
meg_gruber,TRUE,retweet
OpenSciEd,TRUE,retweet
trev_mackenzie,TRUE,retweet
ACHOSinfo,TRUE,retweet
schott_marty,TRUE,retweet
Xeno_lith,TRUE,retweet
jc_james_clark,TRUE,retweet
jessica_sawko,TRUE,retweet
nextgenstoryli1,TRUE,retweet
FranklinCoveyJD,TRUE,retweet
BMSscienceteach,TRUE,retweet
Xeno_lith,TRUE,retweet
AllnSTEM,TRUE,retweet
VistaNGSS,TRUE,retweet
PrintedByRob0ts,TRUE,retweet
raiderdand,TRUE,retweet
2lcrs6,TRUE,retweet
badaswidow,TRUE,retweet
KrisGibson101,TRUE,retweet
bp_w_,TRUE,retweet
frutsiver,TRUE,retweet
educate_autieri,TRUE,retweet
MacySwope,TRUE,retweet
philiplbell,TRUE,retweet
SusanGomezZwiep,TRUE,retweet
RRuggirello,TRUE,retweet
e_nterdiscipl,TRUE,retweet
WmGReed,TRUE,retweet
philiplbell,TRUE,retweet
MacySwope,TRUE,retweet
HIDOEOCID,TRUE,retweet
beyer149,TRUE,retweet
HaddonfieldMS,TRUE,retweet
JaredKaliaMarr,TRUE,retweet
jhilker10,TRUE,retweet
PledgeCents,TRUE,retweet
zimmyclass,TRUE,retweet
Stacie_Ferrara,TRUE,retweet
tbrennan59,TRUE,retweet
mrjtweeter,TRUE,retweet
HA19353,TRUE,retweet
bnic,TRUE,retweet
ACHOSinfo,TRUE,retweet
uclacenterx,TRUE,retweet
UCLAScienceProj,TRUE,retweet
ACHOSinfo,TRUE,retweet
MalibuPathway,TRUE,retweet
SMMUSD,TRUE,retweet
circls_org,TRUE,retweet
ssekittof,TRUE,retweet
krademaker,TRUE,retweet
AcesseProject,TRUE,retweet
SEMSEagles,TRUE,retweet
DrMChristiansen,TRUE,retweet
MrKallie33,TRUE,retweet
HCPSSElemSci,TRUE,retweet
jchowning,TRUE,retweet
ktrentK12,TRUE,retweet
STEMequality,TRUE,retweet
phaneritic,TRUE,retweet
drycreekschools,TRUE,retweet
sarahhulver,TRUE,retweet
BSCSorg,TRUE,retweet
sciencecat222,TRUE,retweet
jamesbshort,TRUE,retweet
ReynoldsTeach,TRUE,retweet
OpenSciEd,TRUE,retweet
maredimare,TRUE,retweet
CErSE_US,TRUE,retweet
ActivateScience,TRUE,retweet
ActivateScience,TRUE,retweet
RPP_Network,TRUE,retweet
CreekviewRanch,TRUE,retweet
drycreekschools,TRUE,retweet
nextgenstoryli1,TRUE,retweet
educatordeb,TRUE,retweet
vbmsfalcons,TRUE,retweet
uclacenterx,TRUE,retweet
ProctorSchool,TRUE,retweet
peteloader1,TRUE,retweet
NewVisionsNYC,TRUE,retweet
ReneeAffolter,TRUE,retweet
richbacolor,TRUE,retweet
Pure_Para_Noise,TRUE,retweet
OfficialNGSS,TRUE,retweet
MsLorisStory,TRUE,retweet
cleamatson,TRUE,retweet
phenomonica,TRUE,retweet
SciEdSpence,TRUE,retweet
triciahinton76,TRUE,retweet
OpenSciEd,TRUE,retweet
jtomlin2,TRUE,retweet
sciencecat222,TRUE,retweet
HermanConceicao,TRUE,retweet
NIHSEPA,TRUE,retweet
Aaronrizo10,TRUE,retweet
sagemountaintr2,TRUE,retweet
epbittar,TRUE,retweet
