sender,receiver,edge_type
kimberlyallard,@GG_Learning,mention
CindyLKern,@OpenSciEd,mention
CindyLKern,@BSCSorg,mention
CindyLKern,@LearnInPlaces,mention
CindyLKern,@nextgenstoryli1,mention
melshep34,@ejhudson,mention
melshep34,@UBLibraries,mention
melshep34,@PhETsims,mention
superjhyuny,@todayisnajan,mention
LPugh3,@OpenSciEd,mention
LPugh3,@BSCSorg,mention
LPugh3,@LearnInPlaces,mention
LPugh3,@nextgenstoryli1,mention
paige_kelpine,@OpenSciEd,mention
paige_kelpine,@BSCSorg,mention
paige_kelpine,@LearnInPlaces,mention
paige_kelpine,@nextgenstoryli1,mention
ZamoraGerardo18,@edwiin_hdz,mention
bbarent,@OpenSciEd,mention
bbarent,@BSCSorg,mention
bbarent,@LearnInPlaces,mention
bbarent,@nextgenstoryli1,mention
harristeaches,@ElemSciTchr,mention
harristeaches,@CindySciEd,mention
sara_d_nelson,@B_Berns,mention
krademaker,@MsVickScience,mention
krademaker,@drcrean,mention
krademaker,@krademaker,mention
bpenuel,@B_Berns,mention
MirkoMilk,@maredimare,mention
MirkoMilk,@pbsteachers,mention
MirkoMilk,@NGSSphenomena,mention
NSTA_XVII,@OpenSciEd,mention
NSTA_XVII,@BSCSorg,mention
NSTA_XVII,@LearnInPlaces,mention
NSTA_XVII,@nextgenstoryli1,mention
WestEd,@nextgenscience,mention
WestEd,@NSTA,mention
ACHOSinfo,@drloriandersen,mention
TechWithBecky,@GlobalGEG,mention
nicholasnewton5,@TourEtown,mention
nicholasnewton5,@RineyvilleE,mention
nicholasnewton5,@HardinCoSchools,mention
LearnInPlaces,@OpenSciEd,mention
LearnInPlaces,@BSCSorg,mention
LearnInPlaces,@LearnInPlaces,mention
LearnInPlaces,@nextgenstoryli1,mention
philiplbell,@drloriandersen,mention
philiplbell,@SmootSienna,mention
philiplbell,@LearnInPlaces,mention
hhereau,@OpenSciEd,mention
hhereau,@BSCSorg,mention
hhereau,@LearnInPlaces,mention
hhereau,@nextgenstoryli1,mention
matii_gouveia,@superiIudido,mention
carolynSTEMRI,@OpenSciEd,mention
carolynSTEMRI,@BSCSorg,mention
carolynSTEMRI,@LearnInPlaces,mention
carolynSTEMRI,@nextgenstoryli1,mention
frankmcgowa,@wandabryant,mention
frankmcgowa,@digitaltidepool,mention
CHUHScience,@nextgenscience,mention
SSXman2,@nextgenscience,mention
ngsnavigators,@ngsnavigators,mention
CErSE_US,@NESTA_US,mention
sciencecat222,@OpenSciEd,mention
sciencecat222,@BSCSorg,mention
sciencecat222,@LearnInPlaces,mention
sciencecat222,@nextgenstoryli1,mention
OpenSciEd,@BSCSorg,mention
OpenSciEd,@LearnInPlaces,mention
OpenSciEd,@nextgenstoryli1,mention
dgianelos,@padlet,mention
dgianelos,@seanbowles8,mention
dgianelos,@googlejamboard,mention
dgianelos,@HowellTwpMSS,mention
dgianelos,@kbunt331,mention
EarthsciAna,@NESTA_US,mention
ftnptkt,@Tawan_V,mention
charliebriganty,@drloriandersen,mention
charliebriganty,@SmootSienna,mention
charliebriganty,@LearnInPlaces,mention
timegivenus,@NESTA_US,mention
waiting90days,@NESTA_US,mention
ngsnavigators,@ngsnavigators,mention
CarolLyle4,@Angelo_Giovino,mention
CarolLyle4,@Conservatives,mention
kvanhoeck,@MsVickScience,mention
kvanhoeck,@drcrean,mention
kvanhoeck,@krademaker,mention
mayaj1973,@LepapillonBlu,mention
nextgenscience,@frizzlerichard,mention
msdiranna,@OfficialNGSS,mention
KimberlyFluet,@JamazingTeachin,mention
OpenSciEd,@nextgenscience,mention
phaneritic,@Xeno_lith,mention
TeacherPrepTech,@InnerOrbitedu,mention
p12innovation,@mbcue,mention
p12innovation,@mbcue,mention
p12innovation,@WilliamFranzell,mention
cherri_luna,@MsLorisStory,mention
cherri_luna,@OfficialNGSS,mention
sadlersci,@ElemSciTchr,mention
sadlersci,@NGSS_tweeps,mention
BarbieTattoed,@_NGSS_,mention
BarbieTattoed,@KaitMarieox,mention
BarbieTattoed,@UCF,mention
BarbieTattoed,@realDonaldTrump,mention
ElGovEcon,@mbcue,mention
ElGovEcon,@mbcue,mention
ElGovEcon,@WilliamFranzell,mention
cjcochrane21,@BRLowell,mention
cjcochrane21,@STEMTeachTools,mention
cjcochrane21,@SanDiegoCOE,mention
NewsHourExtra,@NewsHourExtra,mention
DrPortillos5th,@djaes_eagles,mention
mbcue,@mbcue,mention
mbcue,@WilliamFranzell,mention
mbcue,@MrRodGarcia,mention
santana6thgrade,@jlabar2me,mention
h_citeno,@ElemSciTchr,mention
LundeChristina,@ryan_kurada,mention
WmGReed,@philiplbell,mention
WmGReed,@STEMTeachTools,mention
3DScinceguy,@NGSSphenomena,mention
NGSSphenomena,@JamazingTeachin,mention
JenSchrijft,@Kimstert77,mention
JenSchrijft,@overlistener,mention
JenSchrijft,@DZevenbergen,mention
LearnInPlaces,@drloriandersen,mention
drloriandersen,@LearnInPlaces,mention
juliedavies919,@AmandaSanderman,mention
schma3,@AmandaSanderman,mention
schma3,@CentralRivers,mention
frizzlerichard,@SciEdSpence,mention
frizzlerichard,@nselascience,mention
ACHOSinfo,@drloriandersen,mention
adelyakoub1,@DefinedLearning,mention
HI_kanesa,@oceania_educators,mention
HI_kanesa,@hawaii_sea_grant,mention
HI_kanesa,@natlmarineed,mention
HI_kanesa,@emilysesno,mention
ngsnavigators,@ngsnavigators,mention
success_reading,@RedwoodLiteracy,mention
DanLtcR,@_NGSS_,mention
DanLtcR,@UniteWomenOrgNY,mention
DanLtcR,@JoeBiden,mention
KimberlyFluet,@VogelWendi,mention
dgticola,@ChienforSTEM,mention
PrintedByRob0ts,@mrsa_sci,mention
phenomonica,@MsLorisStory,mention
phenomonica,@OfficialNGSS,mention
DistanceLrnBot,@E3Chemistry,mention
STEMPilot,@OfficialNGSS,mention
aluehmann,@philiplbell,mention
JamazingTeachin,@NGSS_tweeps,mention
LettersPreSci,@InnerOrbitedu,mention
TomExplorer,@Amplify,mention
VogelWendi,@NGSS_tweeps,mention
TheLaziestJap,@_NGSS_,mention
TheLaziestJap,@KaitMarieox,mention
TheLaziestJap,@UCF,mention
TheLaziestJap,@realDonaldTrump,mention
nevadascience,@OfficialNGSS,mention
nevadascience,@K12Alliance,mention
nevadascience,@EarlyImplementers,mention
3262mn,@NESTA_US,mention
rachelbconnolly,@MsLorisStory,mention
ZombieTrev5k,@MsLorisStory,mention
uniteunderone,@_NGSS_,mention
uniteunderone,@MAContrera217,mention
uniteunderone,@KaitMarieox,mention
uniteunderone,@UCF,mention
uniteunderone,@realDonaldTrump,mention
uniteunderone,@AlexKane_420,mention
uniteunderone,@_NGSS_,mention
uniteunderone,@KaitMarieox,mention
uniteunderone,@UCF,mention
uniteunderone,@realDonaldTrump,mention
uniteunderone,@_NGSS_,mention
uniteunderone,@Freier17,mention
uniteunderone,@KaitMarieox,mention
uniteunderone,@UCF,mention
uniteunderone,@realDonaldTrump,mention
LiquidMagician,@Comrade_Mac_,mention
LiquidMagician,@_NGSS_,mention
LiquidMagician,@KaitMarieox,mention
LiquidMagician,@UCF,mention
LiquidMagician,@realDonaldTrump,mention
trt0597jimmie,@_NGSS_,mention
trt0597jimmie,@KaitMarieox,mention
trt0597jimmie,@UCF,mention
trt0597jimmie,@realDonaldTrump,mention
msdiranna,@ElemSciTchr,mention
msdiranna,@NGSS_tweeps,mention
HRberkey,@InnerOrbitedu,mention
moment4life500,@maga_hal,mention
moment4life500,@billpoolejr,mention
moment4life500,@Comrade_Mac_,mention
moment4life500,@_NGSS_,mention
moment4life500,@KaitMarieox,mention
moment4life500,@UCF,mention
moment4life500,@realDonaldTrump,mention
moment4life500,@QuinceOnDrop,mention
moment4life500,@billpoolejr,mention
moment4life500,@Comrade_Mac_,mention
moment4life500,@_NGSS_,mention
moment4life500,@KaitMarieox,mention
moment4life500,@UCF,mention
moment4life500,@realDonaldTrump,mention
moment4life500,@MAContrera217,mention
moment4life500,@billpoolejr,mention
moment4life500,@Comrade_Mac_,mention
moment4life500,@_NGSS_,mention
moment4life500,@KaitMarieox,mention
moment4life500,@UCF,mention
moment4life500,@realDonaldTrump,mention
moment4life500,@_NGSS_,mention
moment4life500,@KaitMarieox,mention
moment4life500,@UCF,mention
moment4life500,@realDonaldTrump,mention
CErSE_US,@NESTA_US,mention
LoyolaELL,@LeahPeitzmann,mention
ngsnavigators,@ngsnavigators,mention
AlexKane_420,@_NGSS_,mention
AlexKane_420,@KaitMarieox,mention
AlexKane_420,@UCF,mention
AlexKane_420,@realDonaldTrump,mention
ftamayo1,@InnerOrbitedu,mention
LisaHosler,@ngssfresno,mention
InnerOrbitedu,@InnerOrbitedu,mention
SaltySandals,@MZhangEducate,mention
jillfnugent,@ElemSciTchr,mention
jillfnugent,@NGSS_tweeps,mention
sadlersci,@ngssfresno,mention
PraxisMedHat,@philiplbell,mention
docjessm,@InnerOrbitedu,mention
candace0620,@MZhangEducate,mention
miroyscience,@ElemSciTchr,mention
miroyscience,@NGSS_tweeps,mention
mumoonnnnn,@jungwooyy,mention
miroyscience,@ngssfresno,mention
khboutsold,@forgdforjennie,mention
khboutsold,@ela_hami,mention
khboutsold,@introlisa,mention
MrSwartScience,@acsammanjordan,mention
drloriandersen,@nextgenscience,mention
ReyRivSci,@ngssfresno,mention
VistaNGSS,@OfficialNGSS,mention
VistaNGSS,@K12Alliance,mention
VistaNGSS,@EarlyImplementers,mention
miroyscience,@WestEd,mention
miroyscience,@OfficialNGSS,mention
miroyscience,@K12Alliance,mention
miroyscience,@EarlyImplementers,mention
astaconnect,@jengutierrez18,mention
ksdawnmiller,@MZhangEducate,mention
mskmayer,@akolonich,mention
mskmayer,@LASchools,mention
mskmayer,@create4stem,mention
mskmayer,@ConcordD,mention
JessicaFGWrites,@TechieSciGuy,mention
JessicaFGWrites,@NGSS_tweeps,mention
JessicaFGWrites,@TechieSciGuy,mention
JessicaFGWrites,@NGSS_tweeps,mention
JessicaFGWrites,@TechieSciGuy,mention
JessicaFGWrites,@NGSS_tweeps,mention
iclarity2,@EdReports,mention
TechieSciGuy,@ElemSciTchr,mention
TechieSciGuy,@NGSS_tweeps,mention
1Realnatalee,@stickelz,mention
create4stem,@akolonich,mention
create4stem,@LASchools,mention
create4stem,@create4stem,mention
create4stem,@ConcordD,mention
Xeno_lith,@drloriandersen,mention
Xeno_lith,@drloriandersen,mention
Xeno_lith,@drloriandersen,mention
Xeno_lith,@drloriandersen,mention
Xeno_lith,@drloriandersen,mention
Xeno_lith,@drloriandersen,mention
PRODBYCB97s,@coucouyuni,mention
JessicaFGWrites,@juliekidsbooks,mention
JessicaFGWrites,@NGSS_tweeps,mention
mr_geologist,@NESTA_US,mention
juliekidsbooks,@ElemSciTchr,mention
juliekidsbooks,@NGSS_tweeps,mention
TdiShelton,@MZhangEducate,mention
TdiShelton,@nextgenscience,mention
iam_danijoe,@oluwakemi_kgold,mention
iam_danijoe,@melaniliner,mention
drloriandersen,@CekicEdin,mention
drloriandersen,@CekicEdin,mention
drloriandersen,@CekicEdin,mention
Heniep1,@InnerOrbitedu,mention
MC3141592653589,@MZhangEducate,mention
ACHOSinfo,@drloriandersen,mention
safarnum,@tjscience,mention
nmscienceteach,@drloriandersen,mention
nmscienceteach,@drloriandersen,mention
nmscienceteach,@drloriandersen,mention
safarnum,@drloriandersen,mention
OfficialNGSS,@WestEd,mention
oliviajune82,@KRScienceLady,mention
childhoodwild,@TheAcornNat,mention
3DScinceguy,@safarnum,mention
SusanGomezZwiep,@OfficialNGSS,mention
SusanGomezZwiep,@K12Alliance,mention
SusanGomezZwiep,@EarlyImplementers,mention
CassaroSofia,@EricaMouralk,mention
centering_learn,@cultofpedagogy,mention
SHSciLabTeacher,@KRScienceLady,mention
dgianelos,@MZhangEducate,mention
nicole_manko,@KRScienceLady,mention
bancuasang,@eung_aa,mention
bancuasang,@LES_BNM,mention
InnovativeKarla,@TdiShelton,mention
InnovativeKarla,@nextgenscience,mention
cascience,@OfficialNGSS,mention
cascience,@K12Alliance,mention
cascience,@EarlyImplementers,mention
WilliamFranzell,@SanDiegoCOE,mention
cjcochrane21,@SanDiegoCOE,mention
lewis1jj,@SanDiegoCOE,mention
angelalynn37,@DWitchygirl,mention
angelalynn37,@KimmijoGeib,mention
angelalynn37,@Lisa130f13,mention
angelalynn37,@Nykkynut,mention
angelalynn37,@anxietyboy11,mention
angelalynn37,@Valac666,mention
angelalynn37,@PamelaVette,mention
angelalynn37,@SharonG40210896,mention
angelalynn37,@JeannaMPatrick,mention
angelalynn37,@Scorp_Tweets,mention
angelalynn37,@SunsetbearWendy,mention
K12Alliance,@wgrover,mention
K12Alliance,@flabellinaJG,mention
K12Alliance,@SusanGomezZwiep,mention
beyer149,@STEMTeachTools,mention
eeaube_designs,@AriFleischer,mention
Doc_AOC,@TdiShelton,mention
Doc_AOC,@nextgenscience,mention
NebraskaMATH,@TdiShelton,mention
NebraskaMATH,@nextgenscience,mention
lexphoenix07,@StatedClearly,mention
jchowning,@TdiShelton,mention
jchowning,@nextgenscience,mention
SraOOrozco,@Sheila_RO1,mention
wgrover,@flabellinaJG,mention
wgrover,@SusanGomezZwiep,mention
wgrover,@K12Alliance,mention
wgrover,@EarlyImplement,mention
KateCookWhitt,@TdiShelton,mention
KateCookWhitt,@nextgenscience,mention
Dora_Kastel,@TdiShelton,mention
Dora_Kastel,@nextgenscience,mention
Steph4Science,@SciWise,mention
Steph4Science,@SEPUP_UCB,mention
Steph4Science,@LabAids,mention
SEPUP_UCB,@SciWise,mention
SEPUP_UCB,@SEPUP_UCB,mention
SEPUP_UCB,@LabAids,mention
akolonich,@create4stem,mention
create4stem,@akolonich,mention
create4stem,@krajcikjoe,mention
create4stem,@NGSS_tweeps,mention
create4stem,@CBRMichiganEPFP,mention
Beaumont_SD,@Sheila_RO1,mention
safejackles,@UniversoDCnauta,mention
Phenomen__AL,@TdiShelton,mention
Phenomen__AL,@nextgenscience,mention
abrantie_mubtee,@factcheck_ghana,mention
CindyCindykay5,@OfficialNGSS,mention
CindyCindykay5,@K12Alliance,mention
CindyCindykay5,@EarlyImplementers,mention
SephaliThakkar,@nselascience,mention
ACHOSinfo,@JennySarna,mention
jengutierrez18,@TdiShelton,mention
jengutierrez18,@nextgenscience,mention
wagjuer,@nuzzel,mention
Oksendaz,@ToDenOrNotToDen,mention
Oksendaz,@Ikejames101,mention
Oksendaz,@3YearLetterman,mention
Oksendaz,@realDonaldTrump,mention
bpenuel,@TdiShelton,mention
bpenuel,@nextgenscience,mention
MartinThomasEdD,@cultofpedagogy,mention
CErSE_US,@NESTA_US,mention
frankmcgowa,@KristaMcGowan14,mention
Imogen_herrick,@tjscience,mention
ACHOSinfo,@MsLorisStory,mention
rachelbconnolly,@Doc_B_Brown,mention
rachelbconnolly,@PearsonPrimary,mention
Elaemy1,@littallyffangel,mention
alma_middle,@cultofpedagogy,mention
21stSciEd,@WisDPIscience,mention
B_W042020,@BrightWin_CNFC,mention
JenniferFine5,@tjscience,mention
educatoral,@InnerOrbitedu,mention
BrookeSARSEF,@TheSTEMAZingPro,mention
philiplbell,@WisDPIscience,mention
2footgiraffe,@minutephysics,mention
ScienceNVy,@WisDPIscience,mention
Doc_B_Brown,@PearsonPrimary,mention
Doc_B_Brown,@PearsonPTE,mention
Ambra2Hot,@SKybele1,mention
CindyLKern,@WisDPIscience,mention
D__Vanderploeg,@SpheroEdu,mention
D__Vanderploeg,@EducateIN,mention
D__Vanderploeg,@IndianaCSTA,mention
OfficialNGSS,@K12Alliance,mention
OfficialNGSS,@EarlyImplementers,mention
chemduncan,@AACTconnect,mention
harristeaches,@LeenaBMc,mention
MuellerHolly,@cultofpedagogy,mention
cultofpedagogy,@iExploreScience,mention
CindyLKern,@LearnInPlaces,mention
CindyLKern,@QuinnipiacU,mention
msutollgate,@msu,mention
D11_Science,@STEMTeachTools,mention
ebzscience,@philiplbell,mention
ebzscience,@cschell_canids,mention
posoem,@DrewHolden360,mention
LaurieSmith_OC,@flabellinaJG,mention
disevs,@doyourthang_bts,mention
LillySharp20,@ChrisZSciEd,mention
we_are_vaei,@ryan_kurada,mention
GHarsh011,@abhishe53960724,mention
townsendtana,@K12Alliance,mention
jhilker10,@mrfiskteach1,mention
NSTADistrict_15,@brownpatrick8,mention
NSTADistrict_15,@jaymctighe,mention
sadlersci,@NGSS_tweeps,mention
kenmattingly,@InnerOrbitedu,mention
3262mn,@NGSS_tweeps,mention
jengutierrez18,@STEMTeachTools,mention
andreaholzwarth,@TheresaJHall,mention
andreaholzwarth,@PLTWorg,mention
TheresaJHall,@PLTWorg,mention
HUSDAssessment,@brownpatrick8,mention
HUSDAssessment,@jaymctighe,mention
LundeChristina,@ryan_kurada,mention
LaceyEckels,@STEMTeachTools,mention
TristanWehrly,@MHEducation,mention
tonyea_mead,@nextgenscience,mention
science_4_all,@NGSS_tweeps,mention
ngssSfocus,@KRScienceLady,mention
nevadascience,@flabellinaJG,mention
racheljcox87,@thinksci,mention
racheljcox87,@SartoriSTEM,mention
racheljcox87,@ngssSfocus,mention
StacyStiffler,@bar_sni,mention
StacyStiffler,@brainpop,mention
auntjennoelle,@sccoe,mention
auntjennoelle,@STEAM_SCCOE,mention
AllieBBogart,@flabellinaJG,mention
CindyCindykay5,@K12Alliance,mention
mrs_MHyun,@philiplbell,mention
RoutledgeEOE,@middleweb,mention
RoutledgeEOE,@ajollygal,mention
RoutledgeEOE,@Rou,mention
ArjunaMarga,@STEMTeachTools,mention
ngsnavigators,@ngsnavigators,mention
salmaraaaa,@aureloktav,mention
TDarris,@MysterySci,mention
jmartinhiner,@nextgenscience,mention
jstillherbold,@brownpatrick8,mention
jstillherbold,@jaymctighe,mention
MaryValleylight,@STEMTeachTools,mention
ACHOSinfo,@2footgiraffe,mention
kmgill135,@brownpatrick8,mention
kmgill135,@jaymctighe,mention
ebzscience,@brownpatrick8,mention
ebzscience,@jaymctighe,mention
acwscience,@brownpatrick8,mention
acwscience,@jaymctighe,mention
EduTechAndy,@tjscience,mention
EduTechAndy,@marticanipe,mention
LeenaBMc,@crscience,mention
EllistarTara,@STEMTeachTools,mention
philiplbell,@philiplbell,mention
philiplbell,@cschell_canids,mention
CK12Foundation,@sciresSoehl,mention
CK12Foundation,@BMSscienceteach,mention
CK12Foundation,@NGSS_tweeps,mention
carolinethegeek,@philiplbell,mention
carolinethegeek,@cschell_canids,mention
mgcjusa,@sharonjsherman,mention
brownpatrick8,@jaymctighe,mention
sharonjsherman,@mgcjusa,mention
sharonjsherman,@JayBilly2,mention
sharonjsherman,@halpin_nicole,mention
sharonjsherman,@karimcgann,mention
FuckingConway,@kimscorcher,mention
OpenSciEd,@nextgenscience,mention
JennyBrownQLD,@DrJsSmith,mention
JennyBrownQLD,@NEBiolabs,mention
AcesseProject,@philiplbell,mention
Erhan11232008,@OzlemAgirmanTR,mention
Erhan11232008,@55erhanusta,mention
AcademicsArtful,@OfficialNGSS,mention
AcademicsArtful,@NextGenScience,mention
AcademicsArtful,@Create4STEM,mention
AcademicsArtful,@T,mention
WGVUEducation,@NASA,mention
WGVUEducation,@pbsteachers,mention
WGVUEducation,@GBH,mention
ACHOSinfo,@philiplbell,mention
ACHOSinfo,@cschell_canids,mention
STEMequality,@philiplbell,mention
STEMequality,@cschell_canids,mention
KRScienceLady,@MsVickScience,mention
KRScienceLady,@googlejamboard,mention
ngsnavigators,@ngsnavigators,mention
rvccngss,@Phenomen__AL,mention
rvccngss,@DormannKate,mention
rvccngss,@rvccngss,mention
rvccngss,@CSSSupervisors,mention
rvccngss,@leadinsci,mention
rvccngss,@BridgetA007,mention
rvccngss,@Bkehoe926,mention
rvccngss,@j_smolenski,mention
rvccngss,@NGSS_tweeps,mention
rvccngss,@NGSSchat,mention
RHernan13,@lillyroth,mention
parakhHoon,@philiplbell,mention
parakhHoon,@cschell_canids,mention
parakhHoon,@philiplbell,mention
parakhHoon,@STEMTeachTools,mention
STEMTeachTools,@philiplbell,mention
STEMTeachTools,@cschell_canids,mention
KRScienceLady,@nextgenscience,mention
KRScienceLady,@philiplbell,mention
KateCookWhitt,@nextgenscience,mention
GonzalezIvanF,@philiplbell,mention
GonzalezIvanF,@cschell_canids,mention
WindwardCTE,@Lanelle_Hibbs,mention
WindwardCTE,@CkcasHo,mention
AlamedaCOE,@AlamedaCountyWD,mention
MsVickScience,@googlejamboard,mention
ngsnavigators,@ngsnavigators,mention
rvccngss,@DormannKate,mention
rvccngss,@CSSSupervisors,mention
rvccngss,@leadinsci,mention
rvccngss,@Phenomen__AL,mention
rvccngss,@BridgetA007,mention
rvccngss,@Bkehoe926,mention
rvccngss,@j_smolenski,mention
rvccngss,@NGSS_tweeps,mention
rvccngss,@NGSSchat,mention
DormannKate,@rvccngss,mention
DormannKate,@CSSSupervisors,mention
DormannKate,@leadinsci,mention
DormannKate,@Phenomen__AL,mention
DormannKate,@BridgetA007,mention
DormannKate,@Bkehoe926,mention
DormannKate,@j_smolenski,mention
DormannKate,@NGSS_tweeps,mention
DormannKate,@NGSSchat,mention
ACHOSinfo,@VogelWendi,mention
mrsotostem,@tjscience,mention
mrsotostem,@marticanipe,mention
ACHOSinfo,@ElemSciTchr,mention
ACHOSinfo,@drloriandersen,mention
ArjunaMarga,@tjscience,mention
ArjunaMarga,@marticanipe,mention
JennySarna,@nextgenscience,mention
nelsonaw78,@oilerslive,mention
SciGalNielsen,@TheSTEMAZingPro,mention
haverlycm,@tjscience,mention
haverlycm,@marticanipe,mention
KaraHaaSciEd,@STEMTeachTools,mention
LGates_science,@NGSS_tweeps,mention
LGates_science,@cascience,mention
saxena_akrati,@EnviroVolun,mention
philiplbell,@CindyLKern,mention
philiplbell,@LearnInPlaces,mention
philiplbell,@QuinnipiacU,mention
Cami25I,@hourlyxz,mention
VogelWendi,@tjscience,mention
VogelWendi,@NGSS_tweeps,mention
KelsieFowler18,@thinksci,mention
KelsieFowler18,@NGSS_tweeps,mention
KelsieFowler18,@ngssSfocus,mention
KelsieFowler18,@NGSSchat,mention
HeatherSisson4,@PEIwashington,mention
ngsnavigators,@ngsnavigators,mention
sandey_guidice,@melshep34,mention
tjscience,@marticanipe,mention
tjscience,@BUWheelock,mention
Sfm36,@Filibuster3,mention
Sfm36,@PaidinAppls,mention
Sfm36,@MissMoeTeaches,mention
Sfm36,@MrLindsey_NGSS,mention
Sfm36,@AMilversted,mention
LearnInPlaces,@philiplbell,mention
GUHSD_Science,@thinksci,mention
GUHSD_Science,@NGSS_tweeps,mention
GUHSD_Science,@ngssSfocus,mention
GUHSD_Science,@NGSSchat,mention
GUHSD_Science,@thinksci,mention
thinksci,@NGSS_tweeps,mention
thinksci,@NGSSchat,mention
thinksci,@STEMTeachTools,mention
fourwindsnature,@fwni,mention
SimpsonAysun,@SchmidtChemist,mention
SimpsonAysun,@YouTube,mention
frankmcgowa,@KristaMcGowan14,mention
thinksci,@NGSS_tweeps,mention
thinksci,@ngssSfocus,mention
thinksci,@NGSSchat,mention
marciasgreen,@ngssfresno,mention
HowardKiyuna,@AllieBBogart,mention
TheBingle,@NewsHourExtra,mention
TheBingle,@NewsHour,mention
TheBingle,@BrainPop,mention
gzreda,@SchmidtChemist,mention
gzreda,@YouTube,mention
SchmidtChemist,@33heupel,mention
SchmidtChemist,@YouTube,mention
SchmidtChemist,@ngss,mention
SchmidtChemist,@aggieanet,mention
AcesseProject,@STEMTeachTools,mention
AcesseProject,@philiplbell,mention
KRScienceLady,@drloriandersen,mention
Kazzikstan,@rams830,mention
Kazzikstan,@greg_jenner,mention
DPChem_Provost,@TdiShelton,mention
DPChem_Provost,@edutopia,mention
tbrennan59,@drloriandersen,mention
abhikghosh,@ainissaramirez,mention
ACHOSinfo,@STEMTeachTools,mention
ACHOSinfo,@CindyLKern,mention
BaronDana,@STEMTeachTools,mention
BaronDana,@CindyLKern,mention
STEMTeachTools,@STEMTeachTools,mention
STEMTeachTools,@CindyLKern,mention
STEMTeachTools,@STEMTeachTools,mention
SchmidtChemist,@YouTube,mention
SchmidtChemist,@NGSS,mention
SchmidtChemist,@aggieanet,mention
sagemountaintr2,@STEMTeachTools,mention
blacklifehacks,@ainissaramirez,mention
DrRamBio,@ainissaramirez,mention
ainissaramirez,@ainissaramirez,mention
nicholasnewton5,@RineyvilleE,mention
nicholasnewton5,@HardinCoSchools,mention
SoDakCurious,@STEMTeachTools,mention
cvadhana,@cvadhana,mention
cvadhana,@cbseindia29,mention
cvadhana,@AllCBSENews,mention
cvadhana,@EduMinOfIndia,mention
cvadhana,@PMOIndia,mention
cvadhana,@ShashiTharoor,mention
SmootSienna,@Jess_Mariela,mention
PPSScience_Team,@STEMTeachTools,mention
Rosanna_Ayers_,@K12Alliance,mention
pein_jean,@NewsHourExtra,mention
pein_jean,@NewsHour,mention
pein_jean,@BrainPop,mention
OpenSciEd,@frankmcgowa,mention
OpenSciEd,@ProjectZeroHGSE,mention
OpenSciEd,@Open,mention
MsDolan_,@cindyapalinski,mention
MsDolan_,@LindenSchoolsNJ,mention
t_mack14,@TheHoopCentral,mention
t_mack14,@Jbastinac,mention
AllnSTEM,@STEMTeachTools,mention
Guava132,@Jess_Mariela,mention
Laurelhall58,@pineyzb,mention
Laurelhall58,@FCNurnberg,mention
Laurelhall58,@Sarpreetsingh88,mention
KristenBrummel,@Jess_Mariela,mention
alifestyleedit_,@Augmented6th,mention
KristinaNdhouz,@NewsHourExtra,mention
KristinaNdhouz,@NewsHour,mention
KristinaNdhouz,@BrainPop,mention
bamalonghair,@NewsHourExtra,mention
bamalonghair,@NewsHour,mention
bamalonghair,@BrainPop,mention
philiplbell,@STEMTeachTools,mention
MsCorene,@STEMTeachTools,mention
BearTrust,@LearnInPlaces,mention
BearTrust,@STEMTeachTools,mention
Imsouthern,@TdiShelton,mention
Imsouthern,@brian_caine,mention
Imsouthern,@mr__scaletta,mention
Imsouthern,@WmGReed,mention
thevongie,@NewsHourExtra,mention
thevongie,@NewsHour,mention
thevongie,@BrainPop,mention
BearTrust,@SciEdHenry,mention
BarbaraAKeiser2,@NewsHourExtra,mention
BarbaraAKeiser2,@NewsHour,mention
BarbaraAKeiser2,@BrainPop,mention
BearTrust,@CindyLKern,mention
BearTrust,@STEMTeachTools,mention
BearTrust,@CindyLKern,mention
Womangry,@NewsHourExtra,mention
Womangry,@NewsHour,mention
Womangry,@BrainPop,mention
CoronaUpdateBot,@NewsHourExtra,mention
CoronaUpdateBot,@NewsHour,mention
CoronaUpdateBot,@BrainPop,mention
phaneritic,@drloriandersen,mention
CindyCindykay5,@OfficialNGSS,mention
CindyCindykay5,@NextGenScience,mention
CindyCindykay5,@Create4STEM,mention
CindyCindykay5,@T,mention
weibertscience,@NGSS_tweeps,mention
weibertscience,@warkscience,mention
LearnInPlaces,@STEMTeachTools,mention
science_4_all,@TdiShelton,mention
science_4_all,@brian_caine,mention
science_4_all,@mr__scaletta,mention
science_4_all,@WmGReed,mention
cindyapalinski,@LindenSchoolsNJ,mention
cindyapalinski,@MsDolan_,mention
cindyapalinski,@Miss__Naso,mention
racheljcox87,@STEMTeachTools,mention
racheljcox87,@CindyLKern,mention
NewsHourExtra,@NewsHourExtra,mention
NewsHourExtra,@NewsHour,mention
NewsHourExtra,@BrainPop,mention
OkheeLee_,@TdiShelton,mention
OkheeLee_,@brian_caine,mention
OkheeLee_,@mr__scaletta,mention
OkheeLee_,@WmGReed,mention
TdiShelton,@brian_caine,mention
TdiShelton,@mr__scaletta,mention
TdiShelton,@WmGReed,mention
TdiShelton,@NSTA,mention
Mat_Amoros,@nytimes,mention
Mat_Amoros,@maddow,mention
sciresSoehl,@TdiShelton,mention
sciresSoehl,@edutopia,mention
sciresSoehl,@NSTA,mention
torab328,@fashionpressnet,mention
map10323,@TdiShelton,mention
