sender,receiver,edge_type
doc_aoc,@commack_supt,mention
pnwscienceclass,@philiplbell,mention
nflynnseattle,@pettaluma,mention
krsciencelady,@bpenuel,mention
krsciencelady,@stemteachtools,mention
krsciencelady,@ngssphenomena,mention
krsciencelady,@philiplbell,mention
krsciencelady,@stemteachtools,mention
miss_orear,@wisdpiscience,mention
castemnetwork,@chienforstem,mention
castemnetwork,@k12alliance,mention
castemnetwork,@earlyimplement,mention
castemnetwork,@wested,mention
inqits,@frizzlerichard,mention
inqits,@leenabmc,mention
inqits,@stem4real,mention
frizzlerichard,@robwhamilton41,mention
frizzlerichard,@cindylkern,mention
2footgiraffe,@wandabryant,mention
bpenuel,@acesseproject,mention
rambo95,@ebshaffe,mention
rambo95,@leeanndwade,mention
rambo95,@support_a_teach,mention
rambo95,@classtag,mention
cindylkern,@myscihi,mention
cindylkern,@acesseproject,mention
bpenuel,@myscihi,mention
bpenuel,@acesseproject,mention
bpenuel,@philiplbell,mention
bpenuel,@rrscotta,mention
bpenuel,@garciascihawk,mention
bpenuel,@armenti05,mention
bpenuel,@kiageomo,mention
bpenuel,@cindylkern,mention
bpenuel,@myscihi,mention
bpenuel,@robwhamilton41,mention
bpenuel,@cindylkern,mention
armenti05,@myscihi,mention
armenti05,@acesseproject,mention
betsylawrence82,@robwhamilton41,mention
betsylawrence82,@cindylkern,mention
reimerpaul,@bpenuel,mention
reimerpaul,@nsta,mention
cindylkern,@bpenuel,mention
cindylkern,@nsta,mention
openscied,@bpenuel,mention
openscied,@openscied,mention
openscied,@acesseproject,mention
johnathan_house,@k2komatsubara,mention
rrscotta,@wisdpiscience,mention
anjanaiyer,@phenomen__al,mention
anjanaiyer,@govmurphy,mention
stemkins9484,@bpenuel,mention
stemkins9484,@openscied,mention
stemkins9484,@acesseproject,mention
phenomonica,@bpenuel,mention
phenomonica,@openscied,mention
phenomonica,@acesseproject,mention
bpenuel,@openscied,mention
bpenuel,@acesseproject,mention
jennysarna,@jste1924,mention
jennysarna,@carriedallen2,mention
redforstemed,@frizzlerichard,mention
redforstemed,@stemteachtools,mention
redforstemed,@acesseproject,mention
williamfranzell,@chienforstem,mention
williamfranzell,@k12alliance,mention
williamfranzell,@earlyimplement,mention
williamfranzell,@wested,mention
bpenuel,@acesseproject,mention
jste1924,@carriedallen2,mention
stevewalvig,@ctskeeley,mention
neelosol,@officialngss,mention
achosinfo,@philiplbell,mention
sciencecoachjne,@paulandersen,mention
imsouthern,@philiplbell,mention
qiya_anas,@xtyfou,mention
sherribobbins82,@mysterysci,mention
ksscienceguy,@openscied,mention
sbottasullivan,@nflynnseattle,mention
sbottasullivan,@nsta,mention
sbottasullivan,@ngsschat,mention
sbottasullivan,@ctscience,mention
sbottasullivan,@ngss_tweeps,mention
sbottasullivan,@nsta,mention
sbottasullivan,@ngss_tweeps,mention
sbottasullivan,@ngsssfocus,mention
sbottasullivan,@ngsschat,mention
nextgenscience,@mslorisstory,mention
serhatnicole,@savvaslearning,mention
serhatnicole,@marysci17,mention
tdishelton,@nsta,mention
dahlteach,@thinksci,mention
dahlteach,@ngss_tweeps,mention
dahlteach,@ngsschat,mention
dahlteach,@williamsdoessci,mention
richbacolor,@frizzlerichard,mention
we_are_vaei,@leenabmc,mention
we_are_vaei,@stem4real,mention
ainissaramirez,@ainissaramirez,mention
ainissaramirez,@achosinfo,mention
ainissaramirez,@ibchemmilam,mention
ainissaramirez,@wandabryant,mention
ainissaramirez,@sbottasullivan,mention
tweetoflaura,@addisongdavis,mention
tweetoflaura,@hillsboroughsch,mention
tweetoflaura,@stevecona,mention
tweetoflaura,@melissasnively,mention
tweetoflaura,@stacyhahn,mention
tweetoflaura,@clstuart,mention
tweetoflaura,@t_shamburger,mention
tweetoflaura,@karenpereztampa,mention
tweetoflaura,@lynnschoolboard,mention
tweetoflaura,@sschillsborough,mention
jeansciqueen,@robwhamilton41,mention
jeansciqueen,@stemteachtools,mention
drf4chem,@mintzchemistry,mention
drf4chem,@ngssfresno,mention
openscied,@drdsteele_phd,mention
openscied,@openscied,mention
1sparkyman,@iam_sysop,mention
liorschenk,@frizzlerichard,mention
philiplbell,@wandabryant,mention
philiplbell,@ainainformatics,mention
philiplbell,@stemteachtools,mention
philiplbell,@stemteachtools,mention
stemteachtools,@cadrian2016,mention
stemteachtools,@philiplbell,mention
stemteachtools,@frizzlerichard,mention
stemteachtools,@stemteachtools,mention
kwolfffrsd,@stemteachtools,mention
maiko_nibi,@1998_matilda,mention
tdishelton,@philiplbell,mention
tdishelton,@thenasem,mention
nadafar7at,@urfavsaraaa,mention
istemk12,@officialngss,mention
melshep34,@aliciamotter,mention
cindylkern,@frizzlerichard,mention
philiplbell,@myscihi,mention
philiplbell,@garciascihawk,mention
philiplbell,@acesseproject,mention
laceyeckels,@frizzlerichard,mention
bpenuel,@myscihi,mention
bpenuel,@garciascihawk,mention
bpenuel,@acesseproject,mention
bpenuel,@thenasem,mention
thevlia,@qiillilc,mention
philiplbell,@bpenuel,mention
philiplbell,@frizzlerichard,mention
frizzlerichard,@stemteachtools,mention
philiplbell,@robwhamilton41,mention
nstadistrict_16,@leenabmc,mention
nstadistrict_16,@stem4real,mention
nflynnseattle,@wandabryant,mention
nflynnseattle,@frankmcgowa,mention
nflynnseattle,@ainissaramirez,mention
nflynnseattle,@ravenscimaven,mention
nflynnseattle,@blackafinstem,mention
nflynnseattle,@sciencewithtyus,mention
achosinfo,@3dplanjeanane,mention
achosinfo,@mslorisstory,mention
frizzlerichard,@mslorisstory,mention
nflynnseattle,@philiplbell,mention
nflynnseattle,@indigenoussteam,mention
leenabmc,@stem4real,mention
sciencecat222,@openscied,mention
chrisharrikings,@bpenuel,mention
chrisharrikings,@nsta,mention
cjcochrane21,@pettaluma,mention
bpenuel,@nsta,mention
bpenuel,@robwhamilton41,mention
esha63945353,@priyamahour2,mention
esha63945353,@ishkarnbha,mention
flagstaffed,@flagstaffed,mention
nsta_xvii,@bpenuel,mention
lesleyforcu,@bpenuel,mention
redforstemed,@acesseproject,mention
redforstemed,@stemteachtools,mention
redforstemed,@quest_lc,mention
bpenuel,@acesseproject,mention
marinsci,@philiplbell,mention
cadrek12,@nsta,mention
cadrek12,@nsf,mention
cadrek12,@nctm,mention
hollybsteele,@itofoundation,mention
stemteachtools,@cindylkern,mention
stemteachtools,@philiplbell,mention
stemteachtools,@stemteachtools,mention
krademaker,@thesocialcore,mention
krademaker,@drcrean,mention
aacps_science,@tdishelton,mention
lysoll_18,@ctskeeley,mention
armenti05,@officialngss,mention
armenti05,@openscied,mention
achosinfo,@ctskeeley,mention
thesocialcore,@drcrean,mention
thesocialcore,@krademaker,mention
thesocialcore,@thesocialcore,mention
pnwscienceclass,@philiplbell,mention
beartrust,@nextgenscience,mention
beartrust,@stemteachtools,mention
tina_cheuk,@philiplbell,mention
tina_cheuk,@thenasem,mention
haschweingruber,@philiplbell,mention
haschweingruber,@thenasem,mention
ashcraftlizette,@thinksci,mention
ashcraftlizette,@ngss_tweeps,mention
ashcraftlizette,@ngsschat,mention
nflynnseattle,@philiplbell,mention
nflynnseattle,@tolerance_org,mention
jcantonw,@philiplbell,mention
jcantonw,@thenasem,mention
sciedspence,@frizzlerichard,mention
sciedspence,@philiplbell,mention
sciedspence,@stemteachtools,mention
thinksci,@cakins0101,mention
thinksci,@ngss_tweeps,mention
thinksci,@ngsschat,mention
mrjtweeter,@officialngss,mention
mrjtweeter,@openscied,mention
philiplbell,@thenasem,mention
microsoftflip,@filibuster3,mention
microsoftflip,@flipgrid,mention
microsoftflip,@onenoteedu,mention
mascoscience,@officialngss,mention
mascoscience,@openscied,mention
nflynnseattle,@philiplbell,mention
steph4science,@ctskeeley,mention
officialngss,@openscied,mention
edtechfirehose,@ctskeeley,mention
harristeaches,@philiplbell,mention
lex1science,@ctskeeley,mention
ctscience,@ctskeeley,mention
tdishelton,@nsta,mention
filibuster3,@flipgrid,mention
filibuster3,@onenoteedu,mention
filibuster3,@missmoeteaches,mention
filibuster3,@paidinappls,mention
filibuster3,@amilversted,mention
filibuster3,@mrlindsey_ngss,mention
mibioteachers,@wendyjohnsonmi,mention
mibioteachers,@mibioteachers,mention
wendyjohnsonmi,@mibioteachers,mention
cindylkern,@myscihi,mention
cindylkern,@acesseproject,mention
cindylkern,@stemteachtools,mention
cindylkern,@bpenuel,mention
cindylkern,@stemteachtools,mention
cindylkern,@kerriwingert,mention
cindylkern,@acess,mention
alionaivanovna,@hamid__bd,mention
joselopezcjoel,@carnetdlapatria,mention
joselopezcjoel,@nicolasmaduro,mention
carriedepetris,@ctskeeley,mention
andreaholzwarth,@theresajhall,mention
glademontgomery,@theresajhall,mention
sagemountaintr2,@stemteachtools,mention
sagemountaintr2,@tdishelton,mention
sciencecat222,@ctskeeley,mention
ichbinmeell,@mosbyirm,mention
cindylkern,@robwhamilton41,mention
cindylkern,@stemteachtools,mention
cindylkern,@cadrian2016,mention
cindylkern,@philiplbell,mention
cindylkern,@frizzlerichard,mention
cindylkern,@philiplbell,mention
cindylkern,@stemteachtools,mention
cindylkern,@wandabryant,mention
cindylkern,@qurtas_ia,mention
cindylkern,@3dplanjeanane,mention
cindylkern,@stemteachtools,mention
glassy_science,@ngssphenomena,mention
philiplbell,@robwhamilton41,mention
philiplbell,@stemteachtools,mention
tarunkishore007,@ngss_official,mention
tarunkishore007,@geekytamizha_,mention
drdsteele_phd,@stemteachtools,mention
betsylawrence82,@bpenuel,mention
betsylawrence82,@stemteachtools,mention
betsylawrence82,@kerriwingert,mention
betsylawrence82,@acess,mention
betsylawrence82,@frizzlerichard,mention
betsylawrence82,@philiplbell,mention
betsylawrence82,@stemteachtools,mention
rachelcta,@fossscience,mention
rachelcta,@officialngss,mention
stemteachtools,@bpenuel,mention
stemteachtools,@stemteachtools,mention
nevadascience,@tdishelton,mention
stemteachtools,@bpenuel,mention
stemteachtools,@stemteachtools,mention
stemteachtools,@kerriwingert,mention
stemteachtools,@acess,mention
cindylkern,@myscihi,mention
cindylkern,@stemteachtools,mention
stemteachtools,@myscihi,mention
stemteachtools,@acesseproject,mention
kimberlyfluet,@thinksci,mention
aaronmueller32,@ngssphenomena,mention
wiscileaders,@thinksci,mention
cooperrc84,@thinksci,mention
cooperrc84,@ngss_tweeps,mention
cooperrc84,@ngsschat,mention
janjanrobertson,@cherisekhaund,mention
janjanrobertson,@coachshawb,mention
wewright1234,@philiplbell,mention
mari_shcruz,@taaaylor_ann65,mention
huff2222,@thinksci,mention
armenti05,@myscihi,mention
armenti05,@acesseproject,mention
vistangss,@flabellinajg,mention
vistangss,@cascience,mention
robert_rwallace,@thinksci,mention
robert_rwallace,@ngss_tweeps,mention
robert_rwallace,@ngsschat,mention
bpenuel,@myscihi,mention
bpenuel,@stemteachtools,mention
moralesandbee,@thinksci,mention
myscihi,@stemteachtools,mention
myscihi,@acesseproject,mention
myscihi,@stemequality,mention
thinksci,@abiedenweg,mention
thinksci,@ngss_tweeps,mention
thinksci,@ngsschat,mention
abiedenweg,@thinksci,mention
abiedenweg,@ngss_tweeps,mention
abiedenweg,@ngsschat,mention
nsta_xvii,@tdishelton,mention
grayron,@thinksci,mention
grayron,@ngss_tweeps,mention
grayron,@ngsschat,mention
myscihi,@acesseproject,mention
myscihi,@philiplbell,mention
myscihi,@stemteachtools,mention
myscihi,@cindylkern,mention
myscihi,@garciascihawk,mention
myscihi,@bpenuel,mention
myscihi,@educatordeb,mention
myscihi,@quest_lc,mention
phenomonica,@ngssphenomena,mention
phenomonica,@philiplbell,mention
philiplbell,@stem4real,mention
philiplbell,@philiplbell,mention
philiplbell,@frizzlerichard,mention
philiplbell,@tolerance_org,mention
philiplbell,@rrscotta,mention
myscihi,@rrscotta,mention
bpenuel,@acesseproject,mention
jbibbsfox,@flabellinajg,mention
jbibbsfox,@cascience,mention
becausescience5,@ngssphenomena,mention
jcantonw,@ctskeeley,mention
redforstemed,@rrscotta,mention
bpenuel,@rrscotta,mention
stem4real,@philiplbell,mention
stem4real,@frizzlerichard,mention
stem4real,@tolerance_org,mention
bpenuel,@acesseproject,mention
rrscotta,@stemteachtools,mention
rrscotta,@philiplbell,mention
science_4_all,@stemteachtools,mention
bpenuel,@stemteachtools,mention
bpenuel,@kerriwingert,mention
bpenuel,@acesseproject,mention
bpenuel,@frizzlerichard,mention
bpenuel,@philiplbell,mention
bpenuel,@stemteachtools,mention
bpenuel,@stemteachtools,mention
richardklee1,@officialngss,mention
cjcochrane21,@flabellinajg,mention
cjcochrane21,@cascience,mention
myscihi,@acesseproject,mention
myscihi,@stemteachtools,mention
flabellinajg,@cascience,mention
redforstemed,@acesseproject,mention
bpenuel,@acesseproject,mention
staintonrob,@stemteachtools,mention
williamfranzell,@ctskeeley,mention
sksleasman,@philiplbell,mention
sksleasman,@tolerance_org,mention
sahasvivek7,@ngss_official,mention
sahasvivek7,@geekytamizha_,mention
inqits,@ctskeeley,mention
abuchanan_sci,@ngssphenomena,mention
philiplbell,@ctskeeley,mention
tntutors,@tdishelton,mention
mrtsciencewx,@ngssphenomena,mention
stemteachtools,@wandabryant,mention
stemteachtools,@qurtas_ia,mention
stemteachtools,@3dplanjeanane,mention
stemteachtools,@stemteachtools,mention
stemteachtools,@rrscotta,mention
wandabryant,@qurtas_ia,mention
wandabryant,@3dplanjeanane,mention
wandabryant,@stemteachtools,mention
liorschenk,@wandabryant,mention
science_4_all,@philiplbell,mention
science_4_all,@tolerance_org,mention
celiitaaa_,@comefromvenus_,mention
3dplanjeanane,@tdishelton,mention
philiplbell,@tdishelton,mention
chrismooresci,@savvaslearning,mention
chrismooresci,@chrismooresci,mention
futurumcareers,@tdishelton,mention
mabfan,@savvaslearning,mention
mabfan,@chrismooresci,mention
savvaslearning,@chrismooresci,mention
cuteeexd,@ue66vos,mention
nflynnseattle,@3dplanjeanane,mention
berubordino,@icarusxwalls_hs,mention
nflynnseattle,@3dplanjeanane,mention
nathancotten7,@ctskeeley,mention
drthomasste,@ctskeeley,mention
achosinfo,@3dplanjeanane,mention
wmgreed,@3dplanjeanane,mention
jkluvsjm,@gettingco0ler,mention
jkluvsjm,@bts_twt,mention
htoothaker13,@cindylkern,mention
htoothaker13,@stemteachtools,mention
htoothaker13,@philiplbell,mention
htoothaker13,@htoothaker13,mention
htoothaker13,@carriedepetris,mention
htoothaker13,@duellin,mention
aactconnect,@chemhemling,mention
aactconnect,@chemedx,mention
annmulvihill,@ctskeeley,mention
stemkins9484,@philiplbell,mention
stemkins9484,@tolerance_org,mention
opsonise,@ngssfresno,mention
3dscinceguy,@philiplbell,mention
3dscinceguy,@philiplbell,mention
hhereau,@wmgreed,mention
danvillescott,@3dsciencecafe,mention
paemst1,@camsiemcadams,mention
ragdollsmama,@douglasmhaddad,mention
r_deroock,@philiplbell,mention
cindylkern,@stemteachtools,mention
taughtbytamashi,@philiplbell,mention
taughtbytamashi,@tolerance_org,mention
philiplbell,@tolerance_org,mention
douglasmhaddad,@officialngss,mention
philiplbell,@frizzlerichard,mention
philiplbell,@stemteachtools,mention
philiplbell,@betsylawrence82,mention
philiplbell,@robwhamilton41,mention
philiplbell,@runningjak,mention
philiplbell,@a,mention
nysmtp,@3dsciencecafe,mention
ecolforecaster,@cliedmiriam,mention
jillxmorrison,@pbvuniversity,mention
jillxmorrison,@pbvusd,mention
jillxmorrison,@science4kern,mention
mascienceteach,@wpistemcenter,mention
ngssmademedoit,@pettaluma,mention
bgfpumtrrufskpu,@john37567933,mention
sbottasullivan,@nsta,mention
sbottasullivan,@ngsschat,mention
sbottasullivan,@ctscience,mention
sbottasullivan,@ngss_tweeps,mention
doctorstem,@ca_scas2,mention
rcoestem,@ca_scas2,mention
rengifoaura,@alvarezdiasmari,mention
kpeltz10,@sbottasullivan,mention
kpeltz10,@drloriandersen,mention
kpeltz10,@ngss_tweeps,mention
mineralgal,@cliedmiriam,mention
juancarvidu,@claudialopez,mention
achosinfo,@ainissaramirez,mention
nflynnseattle,@wmgreed,mention
nflynnseattle,@wandabryant,mention
tdishelton,@philiplbell,mention
tdishelton,@educatordeb,mention
tdishelton,@nsta,mention
sbottasullivan,@abadri09,mention
sbottasullivan,@taftphaedra1,mention
sbottasullivan,@ngss_tweeps,mention
sbottasullivan,@ctscience,mention
3dsciencecafe,@cookie_barker,mention
3dsciencecafe,@finksa,mention
3dsciencecafe,@sarahsilvernail,mention
3dplanjeanane,@wmgreed,mention
3dplanjeanane,@wandabryant,mention
wmgreed,@wandabryant,mention
haepinove,@dearyuno_,mention
kritisi62917720,@marymar16956593,mention
mineralgal,@cliedmiriam,mention
mineralgal,@uwpcc,mention
jmccluan,@ngsnavigators,mention
juliaeliasm,@leticia_turazzi,mention
mslorisstory,@elemscitchr,mention
mslorisstory,@ngss_tweeps,mention
mslorisstory,@officialngss,mention
stefnyz,@anthonynbcla,mention
rachelbconnolly,@nflynnseattle,mention
rachelbconnolly,@achosinfo,mention
rachelbconnolly,@ainissaramirez,mention
rachelbconnolly,@wandabryant,mention
rachelbconnolly,@richbacolor,mention
rachelbconnolly,@philipcball,mention
rachelbconnolly,@lambradley,mention
rachelbconnolly,@aserkin,mention
rachelbconnolly,@sbottasullivan,mention
rachelbconnolly,@snyscichs,mention
rachelbconnolly,@imsouthern,mention
rachelbconnolly,@philiplbell,mention
rachelbconnolly,@sciressoehl,mention
rachelbconnolly,@goffteaches,mention
rachelbconnolly,@ibchemmilam,mention
rachelbconnolly,@johannabrown,mention
rachelbconnolly,@leena219,mention
rachelbconnolly,@sciedspence,mention
rachelbconnolly,@dtcampbe,mention
rachelbconnolly,@tdishelton,mention
rachelbconnolly,@krenaep,mention
uwerik,@glennkirschner2,mention
itofoundation,@california_eli,mention
itofoundation,@californiapta,mention
cliedmiriam,@uwpcc,mention
cliedmiriam,@officialngss,mention
cliedmiriam,@wstasci,mention
cliedmiriam,@mineralgal,mention
apoduvall,@marielkolker,mention
apoduvall,@akcora1,mention
apoduvall,@followstevens,mention
apoduvall,@rpi,mention
achosinfo,@rachelbconnolly,mention
achosinfo,@ainissaramirez,mention
jroneyjulie,@ca_scas2,mention
nde_science,@compoundchem,mention
xeno_lith,@kmgill135,mention
xeno_lith,@wmgreed,mention
uclascienceproj,@uclacenterx,mention
uclascienceproj,@ca_csp,mention
samoteli_,@aubrey_senyolo,mention
samoteli_,@bbnaija,mention
wandabryant,@erinsmayer,mention
wandabryant,@slidesmaniasm,mention
ajaysenthil4,@ngss_official,mention
achosinfo,@ainissaramirez,mention
achosinfo,@wandabryant,mention
achosinfo,@goffteaches,mention
achosinfo,@achosinfo,mention
achosinfo,@ibchemmilam,mention
achosinfo,@sbottasullivan,mention
sbottasullivan,@nflynnseattle,mention
sbottasullivan,@achosinfo,mention
sbottasullivan,@ibchemmilam,mention
sbottasullivan,@wandabryant,mention
sbottasullivan,@ainissaramirez,mention
sbottasullivan,@nflynnseattle,mention
sbottasullivan,@ainissaramirez,mention
sbottasullivan,@ngss_tweeps,mention
sbottasullivan,@ngsschat,mention
wilsonj194,@_ngss_,mention
wilsonj194,@theofficialfng,mention
soulgeography,@ainissaramirez,mention
philiplbell,@ainissaramirez,mention
philiplbell,@achosinfo,mention
philiplbell,@ibchemmilam,mention
philiplbell,@wandabryant,mention
philiplbell,@sbottasullivan,mention
wandabryant,@ainissaramirez,mention
goffteaches,@ainissaramirez,mention
goffteaches,@wandabryant,mention
goffteaches,@goffteaches,mention
goffteaches,@achosinfo,mention
goffteaches,@ibchemmilam,mention
goffteaches,@sbottasullivan,mention
pisofmiii,@tinayulianti_,mention
ainissaramirez,@wandabryant,mention
ainissaramirez,@goffteaches,mention
ainissaramirez,@achosinfo,mention
ainissaramirez,@ibchemmilam,mention
ainissaramirez,@sbottasullivan,mention
dailystem,@chienforstem,mention
teachtechris,@newhousebiology,mention
anishrk14,@kettavan__memes,mention
spiderwebb2019,@harrogatetown,mention
adoreindahouse,@khorkhaii,mention
melshep34,@33heupel,mention
melshep34,@nickgotteched,mention
melshep34,@guisegotteched,mention
melshep34,@emilylahredu,mention
melshep34,@msdotysclass,mention
melshep34,@dailystem,mention
melshep34,@schnekser,mention
melshep34,@schmidtchemist,mention
melshep34,@kollmanrebecca,mention
melshep34,@jakemillertech,mention
tracyjarrett9,@ctskeeley,mention
greenhillssci1,@ctskeeley,mention
kishore_chukka,@cubedigico,mention
msleesteam,@richbacolor,mention
armenti05,@mschung808,mention
armenti05,@hellomalo,mention
armenti05,@drloriandersen,mention
armenti05,@santosapm,mention
armenti05,@kaimiloaes,mention
sdtitmas,@mrlindsey_ngss,mention
achosinfo,@ctskeeley,mention
stemteachtools,@philiplbell,mention
stemteachtools,@stemteachtools,mention
lovelearning75,@ctskeeley,mention
sherriboecker,@ctskeeley,mention
scottbrickeredu,@mrlindsey_ngss,mention
scottbrickeredu,@mrlindsey_ngss,mention
scottbrickeredu,@mrlindsey_ngss,mention
jessicahooperus,@pltworg,mention
allnstem,@islandwood,mention
nikiejo5,@ctskeeley,mention
leenabmc,@ctskeeley,mention
mrsklgarcia,@ctskeeley,mention
steamsilva,@chienforstem,mention
urotare,@chasgmmb5gkoboh,mention
csstone1161,@mrslumbreras,mention
csstone1161,@_judy_bennett,mention
csstone1161,@jeansciqueen,mention
csstone1161,@bmsscienceteach,mention
csstone1161,@ngss_tweeps,mention
csstone1161,@slidesmaniasm,mention
a_almajed20,@fati6ma67,mention
harves4556,@chojnacka_aga,mention
harves4556,@thinksci,mention
harves4556,@flipgrid,mention
harves4556,@ngss_tweeps,mention
harves4556,@ngsschat,mention
harves4556,@caitlanhurrell,mention
harves4556,@natasha_shanaya,mention
cindylkern,@islandwood,mention
wandabryant,@islandwood,mention
aa88rm,@su6an3,mention
drloriandersen,@thinksci,mention
drloriandersen,@flipgrid,mention
msgscience2,@sepup_ucb,mention
msgscience2,@sepup_ucb,mention
design2research,@thinksci,mention
design2research,@flipgrid,mention
palomayres,@jornalismowando,mention
microsoftflip,@shibbyrae,mention
microsoftflip,@thinksci,mention
microsoftflip,@ngss_tweeps,mention
microsoftflip,@ngsschat,mention
am2o8,@iamon_mb,mention
kmgill135,@alliebbogart,mention
kmgill135,@chienforstem,mention
harristeaches,@bmsscienceteach,mention
alliebbogart,@chienforstem,mention
set4thandshine,@thinksci,mention
set4thandshine,@flipgrid,mention
set4thandshine,@ngss_tweeps,mention
set4thandshine,@ngsschat,mention
microsoftflip,@thinksci,mention
microsoftflip,@ngss_tweeps,mention
microsoftflip,@ngsschat,mention
microsoftflip,@thinksci,mention
microsoftflip,@flipgrid,mention
principalakoch,@thinksci,mention
principalakoch,@flipgrid,mention
thinksci,@flipgrid,mention
thinksci,@ngss_tweeps,mention
thinksci,@ngsschat,mention
chabis_ch,@msxgarcia,mention
chabis_ch,@goastromo,mention
chabis_ch,@drjoybjo,mention
chabis_ch,@plantsin,mention
williamfranzell,@flabellinajg,mention
goastromo,@msxgarcia,mention
goastromo,@goastromo,mention
goastromo,@drjoybjo,mention
goastromo,@plantsin,mention
msxgarcia,@goastromo,mention
msxgarcia,@drjoybjo,mention
msxgarcia,@plantsinspace,mention
msxgarcia,@mrestrada_rhs,mention
eimokwaykgasuki,@sano_mashiro,mention
inqits,@nsf,mention
inqits,@usedgov,mention
inqits,@wpi,mention
inqits,@rutgersu,mention
inqits,@rutgersgse,mention
inqits,@uoft,mention
murray_middle,@bmsscienceteach,mention
murray_middle,@ngss_tweeps,mention
murray_middle,@nsta,mention
tjscience,@chriszscied,mention
cascience,@flabellinajg,mention
csstone1161,@bmsscienceteach,mention
csstone1161,@ngss_tweeps,mention
csstone1161,@nsta,mention
teacher_city,@officialngss,mention
teacher_city,@tonyea_mead,mention
guhsd_science,@chienforstem,mention
swissarmymom02,@rickwormeli,mention
sci_mstchr,@bmsscienceteach,mention
sci_mstchr,@ngss_tweeps,mention
sci_mstchr,@nsta,mention
_irenemota,@adornideoro,mention
rjfrohn,@markmclcvusd,mention
rjfrohn,@llichtl,mention
rjfrohn,@soniamwilson10,mention
thestudentt,@achosinfo,mention
thestudentt,@ainissaramirez,mention
ainissaramirez,@achosinfo,mention
ainissaramirez,@ainissaramirez,mention
greenhillssci1,@richbacolor,mention
xchewbekah,@lucymcgarry,mention
3dscinceguy,@stemteachtools,mention
kimberlyfluet,@tjscience,mention
kimberlyfluet,@douglarkin01,mention
dumwled,@gxtmoons,mention
phestohierosoul,@doc_b_brown,mention
chemistryed,@brooksplanet2,mention
pta_parkside,@doc_b_brown,mention
philiplbell,@richbacolor,mention
dianeprovvido,@mkellyoceanside,mention
raazzerah,@tjscience,mention
raazzerah,@douglarkin01,mention
jenniferfine5,@tjscience,mention
jenniferfine5,@douglarkin01,mention
achosinfo,@tjscience,mention
achosinfo,@douglarkin01,mention
miss_schilling_,@sbottasullivan,mention
miss_schilling_,@nicolejbolduc,mention
miss_schilling_,@richbacolor,mention
miss_schilling_,@ngss_tweeps,mention
miss_schilling_,@sbottasullivan,mention
miss_schilling_,@nicolejbolduc,mention
miss_schilling_,@miss_schilling_,mention
miss_schilling_,@richbacolor,mention
achosinfo,@ainissaramirez,mention
achosinfo,@tjscience,mention
achosinfo,@chriszscied,mention
xeno_lith,@sbottasullivan,mention
xeno_lith,@nicolejbolduc,mention
xeno_lith,@miss_schilling_,mention
xeno_lith,@richbacolor,mention
theoryofrosie,@richbacolor,mention
nflynnseattle,@islandwood,mention
philiplbell,@islandwood,mention
islandwood,@educatordeb,mention
islandwood,@philiplbell,mention
mscorene,@chrismooresci,mention
geratapie,@fertapaganini,mention
katecookwhitt,@richbacolor,mention
leeannepower,@richbacolor,mention
barondana,@bmsscienceteach,mention
barondana,@ngss_tweeps,mention
barondana,@ngssfresno,mention
3dplanjeanane,@richbacolor,mention
amandae_sci,@superspecs,mention
amandae_sci,@gen_con,mention
teacher_city,@officialngss,mention
teacher_city,@christinak12,mention
tjscience,@chriszscied,mention
_diasgabriel,@tuehmanoo,mention
chembarb,@bmsscienceteach,mention
chembarb,@ngss_tweeps,mention
chembarb,@stella_pollard,mention
uslter,@msxgarcia,mention
cubblib,@doc_b_brown,mention
nflynnseattle,@msxgarcia,mention
philiplbell,@msxgarcia,mention
laceyeckels,@ctskeeley,mention
peppersci,@msxgarcia,mention
doc_aoc,@mrseatonell,mention
doc_aoc,@bmsscienceteach,mention
doc_aoc,@ngss_tweeps,mention
doc_aoc,@bookcreatorapp,mention
doc_aoc,@bookcreatorapp,mention
julieconradvt,@elemscitchr,mention
julieconradvt,@mrseatonell,mention
julieconradvt,@bmsscienceteach,mention
julieconradvt,@ngss_tweeps,mention
julieconradvt,@bookcreatorapp,mention
bmsscienceteach,@ashadevos,mention
bmsscienceteach,@ngss_tweeps,mention
s_m_kelly,@garciascihawk,mention
s_m_kelly,@scifri,mention
goldengyrrl,@msxgarcia,mention
scifri,@msxgarcia,mention
teacherspeck,@rafranzdavis,mention
hussainy93,@cloudc_,mention
stemscopeskerri,@stemscopesmath,mention
leenabmc,@alikaaay,mention
leenabmc,@lizette_burks,mention
erikafr95429264,@elranchoschools,mention
ashadevos,@bmsscienceteach,mention
ashadevos,@ngss_tweeps,mention
esthermejia,@elranchoschools,mention
sbottasullivan,@nicolejbolduc,mention
sbottasullivan,@miss_schilling_,mention
sbottasullivan,@richbacolor,mention
sbottasullivan,@ngss_tweeps,mention
sbottasullivan,@openscied,mention
evo_gen,@loraleelarios,mention
evo_gen,@atborowsky,mention
evo_gen,@asp,mention
nicolejbolduc,@sbottasullivan,mention
nicolejbolduc,@miss_schilling_,mention
nicolejbolduc,@richbacolor,mention
nicolejbolduc,@ngss_tweeps,mention
loco4eco1,@loraleelarios,mention
loco4eco1,@atborowsky,mention
loco4eco1,@asp,mention
0xjaatster,@nalvaratv,mention
0xjaatster,@healthygamergg,mention
